,AAL,AZN,BG,BP,GSK,HSBC,PRU,RIO,TSCO,VOD
2015-10-22,45.99,31.07,79.09,35.92,41.44,39.27,81.4,37.96,91.02,33.21
2015-10-23,45.67,31.36,79.41,35.72,42.11,39.91,82.48,38.29,90.43,33.38
2015-10-24,45.67,31.36,79.41,35.72,42.11,39.91,82.48,38.29,90.43,33.38
2015-10-25,45.67,31.36,79.41,35.72,42.11,39.91,82.48,38.29,90.43,33.38
2015-10-26,46.47,31.46,79.25,35.05,42.07,39.55,82.08,37.8,91.72,33.27
2015-10-27,46.46,31.36,79.21,34.82,41.75,39.22,80.51,37.01,90.67,32.96
2015-10-28,45.86,32.12,79.12,35.74,43.53,39.6,83.96,36.7,91.58,33.4
2015-10-29,45.86,32.24,74.09,35.71,42.79,39.23,83.41,35.86,91.14,33.0
2015-10-30,46.22,31.89,72.96,35.7,43.06,39.07,82.5,36.51,92.39,32.97
2015-10-31,46.22,31.89,72.96,35.7,43.06,39.07,82.5,36.51,92.39,32.97
2015-11-01,46.22,31.89,72.96,35.7,43.06,39.07,82.5,36.51,92.39,32.97
2015-11-02,46.47,32.29,72.66,36.28,43.11,39.04,84.17,36.15,92.08,33.21
2015-11-03,46.5,32.31,71.61,37.23,42.5,39.02,85.02,36.41,92.5,33.22
2015-11-04,45.63,32.13,71.04,36.36,42.6,40.04,84.42,36.4,92.73,33.36
2015-11-05,45.6,32.52,73.32,35.55,42.28,39.51,84.35,34.94,93.65,33.06
2015-11-06,45.34,32.09,72.97,35.13,41.92,39.86,87.69,34.72,93.38,32.66
2015-11-07,45.34,32.09,72.97,35.13,41.92,39.86,87.69,34.72,93.38,32.66
2015-11-08,45.34,32.09,72.97,35.13,41.92,39.86,87.69,34.72,93.38,32.66
2015-11-09,44.65,31.57,71.61,34.88,41.54,39.99,86.02,34.76,92.03,32.31
2015-11-10,44.49,31.72,70.6,34.77,40.96,39.66,86.32,35.26,91.97,33.69
2015-11-11,44.39,31.84,69.89,34.39,40.97,39.74,86.75,34.95,91.38,34.42
2015-11-12,43.9,30.85,67.7,33.5,40.05,39.57,84.69,33.99,89.77,33.58
2015-11-13,43.45,31.29,68.04,33.38,39.87,38.92,84.29,34.24,85.2,33.31
2015-11-14,43.45,31.29,68.04,33.38,39.87,38.92,84.29,34.24,85.2,33.31
2015-11-15,43.45,31.29,68.04,33.38,39.87,38.92,84.29,34.24,85.2,33.31
2015-11-16,42.83,32.78,68.37,34.48,40.23,39.22,85.65,34.19,86.95,33.79
2015-11-17,42.3,33.45,65.95,34.18,40.63,39.41,85.46,33.43,86.15,34.065
2015-11-18,41.75,33.69,66.5,35.1,41.0,39.83,87.38,34.63,88.15,33.58
2015-11-19,42.3,34.01,66.13,35.25,41.19,40.2,87.4,34.95,89.24,33.71
2015-11-20,42.2,34.08,65.52,34.43,41.12,40.31,86.53,34.68,90.81,33.82
2015-11-21,42.2,34.08,65.52,34.43,41.12,40.31,86.53,34.68,90.81,33.82
2015-11-22,42.2,34.08,65.52,34.43,41.12,40.31,86.53,34.68,90.81,33.82
2015-11-23,42.3,33.96,68.37,34.42,40.41,40.35,86.14,34.22,91.46,33.35
2015-11-24,41.23,33.94,67.05,34.99,40.39,40.03,85.92,34.33,91.0,33.03
2015-11-25,41.31,34.11,67.77,34.99,40.7,40.16,85.78,33.67,91.14,33.69
2015-11-26,41.31,34.11,67.77,34.99,40.7,40.16,85.78,33.67,91.14,33.69
2015-11-27,41.69,34.05,67.01,34.83,40.96,40.12,86.28,33.11,91.41,33.81
2015-11-28,41.69,34.05,67.01,34.83,40.96,40.12,86.28,33.11,91.41,33.81
2015-11-29,41.69,34.05,67.01,34.83,40.96,40.12,86.28,33.11,91.41,33.81
2015-11-30,41.26,34.05,66.61,34.6,40.51,39.9,86.55,33.08,89.35,33.56
2015-12-01,43.26,34.77,65.91,34.77,40.92,40.65,87.49,33.4,89.66,33.47
2015-12-02,43.82,34.32,65.43,33.82,40.92,40.13,86.25,32.48,89.4,32.96
2015-12-03,43.27,33.57,64.4,33.26,40.0,39.66,84.53,31.8,85.66,32.64
2015-12-04,44.97,33.92,64.98,32.67,40.27,39.86,86.72,31.75,88.04,32.88
2015-12-05,44.97,33.92,64.98,32.67,40.27,39.86,86.72,31.75,88.04,32.88
2015-12-06,44.97,33.92,64.98,32.67,40.27,39.86,86.72,31.75,88.04,32.88
2015-12-07,45.78,33.99,65.01,31.26,40.0,39.41,86.09,31.01,87.93,33.22
2015-12-08,44.55,33.55,63.42,31.27,39.5,38.37,84.84,28.5,90.03,32.55
2015-12-09,43.65,33.46,63.45,31.81,39.61,38.63,84.08,29.41,88.9,32.43
2015-12-10,44.09,33.47,63.52,31.8,39.92,38.72,83.79,29.9,88.85,32.09
2015-12-11,42.09,33.25,62.96,30.79,39.31,37.87,80.69,28.53,87.9,31.505
2015-12-12,42.09,33.25,62.96,30.79,39.31,37.87,80.69,28.53,87.9,31.505
2015-12-13,42.09,33.25,62.96,30.79,39.31,37.87,80.69,28.53,87.9,31.505
2015-12-14,41.77,33.0,61.81,30.22,39.1,37.91,80.69,28.15,88.22,31.2
2015-12-15,42.595,33.26,62.58,30.75,39.34,38.44,83.06,28.18,87.18,31.47
2015-12-16,43.2,33.79,63.17,30.87,40.24,39.5,84.19,28.96,88.09,32.31
2015-12-17,42.46,33.36,64.04,30.35,39.83,39.59,81.85,27.52,85.87,31.805
2015-12-18,41.09,32.8,66.1,30.15,39.43,39.28,79.55,27.38,85.71,31.22
2015-12-19,41.09,32.8,66.1,30.15,39.43,39.28,79.55,27.38,85.71,31.22
2015-12-20,41.09,32.8,66.1,30.15,39.43,39.28,79.55,27.38,85.71,31.22
2015-12-21,42.4,32.94,65.64,30.13,39.82,39.46,80.05,27.64,84.76,31.335
2015-12-22,42.895,33.23,66.86,30.79,39.9,39.57,81.49,28.26,85.4,31.41
2015-12-23,43.29,33.96,67.75,32.35,40.96,40.34,82.96,29.86,86.06,32.12
2015-12-24,43.81,34.13,68.42,32.12,40.93,40.36,82.55,29.72,85.67,32.06
2015-12-25,43.81,34.13,68.42,32.12,40.93,40.36,82.55,29.72,85.67,32.06
2015-12-26,43.81,34.13,68.42,32.12,40.93,40.36,82.55,29.72,85.67,32.06
2015-12-27,43.81,34.13,68.42,32.12,40.93,40.36,82.55,29.72,85.67,32.06
2015-12-28,43.23,34.09,68.03,31.71,40.92,40.03,82.45,29.4,85.99,31.92
2015-12-29,43.5,34.46,68.92,31.87,41.19,40.28,83.21,29.27,87.19,32.4
2015-12-30,42.8,34.49,68.75,31.31,41.04,39.7,82.17,29.09,86.29,32.12
2015-12-31,42.35,33.95,68.28,31.26,40.35,39.47,81.41,29.12,85.5,32.26
2016-01-01,42.35,33.95,68.28,31.26,40.35,39.47,81.41,29.12,85.5,32.26
2016-01-02,42.35,33.95,68.28,31.26,40.35,39.47,81.41,29.12,85.5,32.26
2016-01-03,42.35,33.95,68.28,31.26,40.35,39.47,81.41,29.12,85.5,32.26
2016-01-04,40.91,33.4,66.82,31.06,40.45,38.59,79.84,28.41,83.75,32.19
2016-01-05,40.52,33.9,66.58,30.93,40.68,38.5,79.57,28.65,83.69,32.235
2016-01-06,41.23,33.34,66.75,30.3,40.24,37.17,76.92,27.03,82.54,31.93
2016-01-07,40.45,32.14,66.54,29.43,39.01,36.39,73.79,25.81,82.48,31.63
2016-01-08,40.37,31.77,66.12,28.91,39.42,36.15,73.05,25.07,81.86,32.54
2016-01-09,40.37,31.77,66.12,28.91,39.42,36.15,73.05,25.07,81.86,32.54
2016-01-10,40.37,31.77,66.12,28.91,39.42,36.15,73.05,25.07,81.86,32.54
2016-01-11,41.08,31.54,66.45,28.84,39.29,36.43,72.89,24.74,82.65,32.15
2016-01-12,42.0,31.7,65.17,28.65,39.45,36.61,73.12,24.02,84.66,32.15
2016-01-13,40.1,31.45,64.87,28.77,39.16,35.97,71.82,23.81,81.55,31.51
2016-01-14,40.55,31.81,63.95,30.83,40.28,36.42,72.07,25.2,83.0,31.88
2016-01-15,38.76,30.59,61.8,29.16,38.9,34.63,70.17,23.62,81.49,30.79
2016-01-16,38.76,30.59,61.8,29.16,38.9,34.63,70.17,23.62,81.49,30.79
2016-01-17,38.76,30.59,61.8,29.16,38.9,34.63,70.17,23.62,81.49,30.79
2016-01-18,38.76,30.59,61.8,29.16,38.9,34.63,70.17,23.62,81.49,30.79
2016-01-19,38.86,30.82,60.85,28.92,39.28,34.62,69.29,23.32,83.46,30.69
2016-01-20,39.06,30.77,59.64,28.46,38.95,33.5,67.36,22.7,81.49,30.05
2016-01-21,39.79,30.69,59.42,29.46,39.04,33.51,68.13,23.87,83.3,30.42
2016-01-22,40.16,31.48,59.93,30.35,40.03,34.55,69.87,23.77,84.84,31.58
2016-01-23,40.16,31.48,59.93,30.35,40.03,34.55,69.87,23.77,84.84,31.58
2016-01-24,40.16,31.48,59.93,30.35,40.03,34.55,69.87,23.77,84.84,31.58
2016-01-25,38.88,31.55,59.03,29.47,39.68,33.53,67.88,22.83,83.52,30.99
2016-01-26,39.64,31.82,59.32,30.74,40.83,34.09,69.11,24.39,85.69,31.65
2016-01-27,39.69,31.57,58.61,30.68,40.6,34.0,68.51,24.1,84.22,31.6
2016-01-28,38.14,31.23,60.08,31.89,40.64,34.46,68.84,24.46,84.98,31.25
2016-01-29,38.99,32.22,62.01,32.37,41.29,35.4,70.08,24.65,88.31,32.2
2016-01-30,38.99,32.22,62.01,32.37,41.29,35.4,70.08,24.65,88.31,32.2
2016-01-31,38.99,32.22,62.01,32.37,41.29,35.4,70.08,24.65,88.31,32.2
2016-02-01,39.38,32.53,61.24,31.7,41.38,34.95,69.57,24.5,86.72,32.72
2016-02-02,37.03,32.3,58.43,29.02,40.9,33.55,67.23,23.25,86.08,31.895
2016-02-03,37.51,32.39,59.23,29.66,42.05,33.35,66.79,25.05,84.67,31.58
2016-02-04,38.21,30.47,59.5,30.61,40.98,33.66,66.98,26.96,83.77,30.9
2016-02-05,36.75,30.03,59.43,30.46,40.76,33.33,65.35,26.21,80.78,30.15
2016-02-06,36.75,30.03,59.43,30.46,40.76,33.33,65.35,26.21,80.78,30.15
2016-02-07,36.75,30.03,59.43,30.46,40.76,33.33,65.35,26.21,80.78,30.15
2016-02-08,35.55,28.69,58.39,29.92,39.47,31.87,63.33,26.43,79.82,29.19
2016-02-09,36.19,28.59,56.75,28.95,39.34,31.63,63.59,25.36,81.45,29.24
2016-02-10,37.12,29.04,58.43,28.04,39.13,31.85,64.06,25.25,81.93,29.36
2016-02-11,36.49,29.15,47.79,27.64,39.15,30.71,58.0,24.59,81.69,29.27
2016-02-12,37.82,29.66,51.46,29.02,39.76,31.92,61.64,26.52,83.48,29.9
2016-02-13,37.82,29.66,51.46,29.02,39.76,31.92,61.64,26.52,83.48,29.9
2016-02-14,37.82,29.66,51.46,29.02,39.76,31.92,61.64,26.52,83.48,29.9
2016-02-15,37.82,29.66,51.46,29.02,39.76,31.92,61.64,26.52,83.48,29.9
2016-02-16,38.61,30.31,52.16,29.06,40.46,32.25,63.44,26.84,85.54,30.26
2016-02-17,39.34,30.06,50.4,29.95,39.4,32.72,66.6,27.63,86.01,31.09
2016-02-18,39.54,29.7,50.58,29.78,39.37,32.28,66.14,27.16,84.52,30.96
2016-02-19,39.76,29.56,48.81,29.75,39.76,32.18,65.36,27.37,84.62,30.57
2016-02-20,39.76,29.56,48.81,29.75,39.76,32.18,65.36,27.37,84.62,30.57
2016-02-21,39.76,29.56,48.81,29.75,39.76,32.18,65.36,27.37,84.62,30.57
2016-02-22,40.84,29.59,51.33,30.3,39.36,31.6,66.08,29.11,86.39,30.65
2016-02-23,40.38,29.31,49.7,29.0,38.64,31.09,64.59,27.99,84.87,30.03
2016-02-24,40.66,29.15,49.59,28.54,38.54,30.85,64.71,25.95,85.59,29.89
2016-02-25,41.36,29.64,50.99,28.66,39.5,31.47,66.07,25.66,85.5,30.675
2016-02-26,40.87,29.37,50.47,29.0,39.14,32.18,66.99,25.52,84.78,30.4
2016-02-27,40.87,29.37,50.47,29.0,39.14,32.18,66.99,25.52,84.78,30.4
2016-02-28,40.87,29.37,50.47,29.0,39.14,32.18,66.99,25.52,84.78,30.4
2016-02-29,41.0,28.67,49.72,29.09,38.67,31.77,66.09,26.1,84.57,30.4
2016-03-01,41.83,29.02,50.0,29.63,39.66,32.28,70.31,26.96,87.63,31.35
2016-03-02,41.59,29.01,51.5,30.21,39.4,32.02,70.76,28.56,87.19,31.35
2016-03-03,41.88,28.74,54.02,30.87,39.18,32.16,71.87,28.89,86.38,31.51
2016-03-04,41.63,28.87,54.9,31.15,39.14,32.3,71.47,30.32,87.3,31.57
2016-03-05,41.63,28.87,54.9,31.15,39.14,32.3,71.47,30.32,87.3,31.57
2016-03-06,41.63,28.87,54.9,31.15,39.14,32.3,71.47,30.32,87.3,31.57
2016-03-07,42.13,28.87,55.95,31.5,39.32,32.17,72.13,31.95,85.81,31.13
2016-03-08,40.77,28.96,54.82,30.07,39.71,31.87,70.31,28.98,85.92,30.97
2016-03-09,41.65,29.28,55.4,30.3,39.98,32.11,70.41,29.06,86.83,30.745
2016-03-10,41.63,29.0,55.71,29.83,39.7,32.07,70.56,28.59,88.84,30.57
2016-03-11,42.47,29.57,56.21,30.55,40.35,32.74,73.55,29.11,90.31,31.48
2016-03-12,42.47,29.57,56.21,30.55,40.35,32.74,73.55,29.11,90.31,31.48
2016-03-13,42.47,29.57,56.21,30.55,40.35,32.74,73.55,29.11,90.31,31.48
2016-03-14,42.59,29.35,55.0,29.95,40.42,32.48,73.0,28.74,90.08,31.56
2016-03-15,42.11,28.46,54.76,29.64,40.01,32.35,72.42,27.29,90.09,31.28
2016-03-16,42.31,28.64,54.82,30.51,40.05,32.58,72.56,28.39,89.56,31.53
2016-03-17,42.1,28.82,55.59,31.54,40.74,32.53,73.36,29.46,88.74,31.95
2016-03-18,43.44,28.48,55.83,31.33,40.08,32.63,74.94,29.13,89.31,31.56
2016-03-19,43.44,28.48,55.83,31.33,40.08,32.63,74.94,29.13,89.31,31.56
2016-03-20,43.44,28.48,55.83,31.33,40.08,32.63,74.94,29.13,89.31,31.56
2016-03-21,43.47,28.4,55.34,31.12,39.97,32.55,74.55,28.91,89.55,31.44
2016-03-22,42.76,28.17,55.09,30.94,39.8,32.0,74.12,28.35,89.06,31.24
2016-03-23,41.92,28.01,54.24,30.2,39.37,31.6,72.83,27.67,89.06,31.26
2016-03-24,40.5,28.0,55.85,30.42,39.56,31.21,70.76,27.71,88.7,31.3
2016-03-25,40.5,28.0,55.85,30.42,39.56,31.21,70.76,27.71,88.7,31.3
2016-03-26,40.5,28.0,55.85,30.42,39.56,31.21,70.76,27.71,88.7,31.3
2016-03-27,40.5,28.0,55.85,30.42,39.56,31.21,70.76,27.71,88.7,31.3
2016-03-28,40.91,27.95,56.17,30.42,39.55,31.29,72.01,27.74,89.33,31.44
2016-03-29,41.35,28.53,56.93,30.35,40.24,31.26,71.52,27.6,89.95,31.78
2016-03-30,41.38,28.32,56.5,30.93,40.7,31.49,72.95,28.53,90.7,32.1
2016-03-31,41.01,28.16,56.67,30.18,40.55,31.12,72.22,28.27,90.46,32.05
2016-04-01,39.52,28.22,56.9,29.57,40.34,30.92,73.25,28.17,91.81,31.73
2016-04-02,39.52,28.22,56.9,29.57,40.34,30.92,73.25,28.17,91.81,31.73
2016-04-03,39.52,28.22,56.9,29.57,40.34,30.92,73.25,28.17,91.81,31.73
2016-04-04,39.37,28.56,55.97,29.58,40.97,30.79,72.28,27.79,90.51,31.74
2016-04-05,38.93,28.29,55.7,28.93,40.36,29.64,71.2,27.32,88.81,30.66
2016-04-06,38.9,29.79,55.62,29.3,41.68,29.8,71.84,27.57,89.19,31.34
2016-04-07,38.36,29.63,56.43,29.13,41.53,29.26,70.01,26.93,87.31,31.68
2016-04-08,38.5,29.45,56.25,30.15,41.55,29.6,70.17,27.99,86.9,32.22
2016-04-09,38.5,29.45,56.25,30.15,41.55,29.6,70.17,27.99,86.9,32.22
2016-04-10,38.5,29.45,56.25,30.15,41.55,29.6,70.17,27.99,86.9,32.22
2016-04-11,38.73,29.09,56.14,30.31,41.64,29.86,71.54,28.9,86.98,32.2
2016-04-12,39.19,29.17,56.41,31.2,42.28,30.23,73.27,29.94,88.86,32.64
2016-04-13,39.94,29.54,56.53,31.38,42.52,31.94,75.77,31.88,89.67,32.46
2016-04-14,41.17,29.64,56.54,30.92,42.64,31.94,76.29,31.9,91.21,32.35
2016-04-15,40.91,29.71,57.51,30.65,42.88,31.92,76.01,31.67,89.46,32.83
2016-04-16,40.91,29.71,57.51,30.65,42.88,31.92,76.01,31.67,89.46,32.83
2016-04-17,40.91,29.71,57.51,30.65,42.88,31.92,76.01,31.67,89.46,32.83
2016-04-18,40.92,30.2,57.9,31.06,43.16,32.06,76.65,32.46,90.14,32.9
2016-04-19,41.34,30.25,59.19,31.76,43.29,32.85,77.5,33.8,89.63,33.82
2016-04-20,41.26,30.17,59.52,31.86,43.02,33.56,78.89,35.42,90.07,33.66
2016-04-21,40.01,30.13,59.43,31.74,43.15,33.71,78.59,34.05,94.34,33.42
2016-04-22,38.21,30.1,59.89,32.15,43.07,33.66,79.58,33.56,94.45,33.31
2016-04-23,38.21,30.1,59.89,32.15,43.07,33.66,79.58,33.56,94.45,33.31
2016-04-24,38.21,30.1,59.89,32.15,43.07,33.66,79.58,33.56,94.45,33.31
2016-04-25,37.0,30.01,59.28,31.79,42.97,33.39,78.85,32.39,95.14,33.38
2016-04-26,36.92,29.6,59.97,33.49,42.71,34.35,79.71,32.71,95.11,33.4
2016-04-27,36.71,29.42,60.46,33.84,43.47,34.09,79.65,32.88,95.98,33.27
2016-04-28,35.97,29.27,62.51,33.49,43.36,33.79,77.94,33.38,94.97,32.98
2016-04-29,34.69,28.96,62.5,33.58,42.91,33.33,77.64,33.66,94.66,32.74
2016-04-30,34.69,28.96,62.5,33.58,42.91,33.33,77.64,33.66,94.66,32.74
2016-05-01,34.69,28.96,62.5,33.58,42.91,33.33,77.64,33.66,94.66,32.74
2016-05-02,34.43,29.28,62.52,33.62,43.29,33.24,78.67,33.5,95.59,33.01
2016-05-03,34.58,28.92,61.79,32.56,43.14,32.61,77.47,31.42,95.1,32.65
2016-05-04,33.21,28.26,62.07,31.42,42.35,31.86,76.27,30.55,94.65,32.13
2016-05-05,32.805,28.1,60.59,31.58,42.42,31.7,75.83,30.5,93.36,32.25
2016-05-06,33.03,27.96,60.95,31.58,42.13,31.54,76.05,30.9,93.57,32.24
2016-05-07,33.03,27.96,60.95,31.58,42.13,31.54,76.05,30.9,93.57,32.24
2016-05-08,33.03,27.96,60.95,31.58,42.13,31.54,76.05,30.9,93.57,32.24
2016-05-09,32.94,28.78,60.68,31.08,42.55,31.22,75.63,28.47,94.06,32.08
2016-05-10,33.77,28.94,61.31,31.68,43.02,31.58,77.16,29.59,95.02,32.6
2016-05-11,32.86,28.61,61.18,31.67,42.24,31.26,76.21,29.4,92.45,32.52
2016-05-12,31.33,28.39,61.37,31.86,42.07,30.99,76.43,28.7,93.57,32.84
2016-05-13,31.51,28.5,60.65,31.47,41.91,30.81,75.4,28.29,92.0,32.53
2016-05-14,31.51,28.5,60.65,31.47,41.91,30.81,75.4,28.29,92.0,32.53
2016-05-15,31.51,28.5,60.65,31.47,41.91,30.81,75.4,28.29,92.0,32.53
2016-05-16,32.12,28.79,60.94,32.06,42.35,31.18,75.95,29.02,93.57,32.74
2016-05-17,32.64,28.79,60.14,32.22,42.08,31.4,75.91,29.44,91.91,33.58
2016-05-18,32.61,28.85,60.88,32.13,42.43,31.45,79.02,28.46,91.56,34.13
2016-05-19,32.15,28.38,61.1,31.98,41.82,31.35,77.8,28.79,92.69,33.63
2016-05-20,32.01,28.69,62.74,31.93,42.01,31.11,77.67,28.31,93.9,33.67
2016-05-21,32.01,28.69,62.74,31.93,42.01,31.11,77.67,28.31,93.9,33.67
2016-05-22,32.01,28.69,62.74,31.93,42.01,31.11,77.67,28.31,93.9,33.67
2016-05-23,31.73,28.65,63.74,31.46,42.01,30.96,77.2,28.34,93.25,33.13
2016-05-24,32.15,29.48,64.45,31.84,42.71,31.9,78.72,28.64,94.97,33.75
2016-05-25,32.17,29.98,65.52,32.86,43.12,32.83,79.69,29.5,95.12,34.19
2016-05-26,31.51,29.95,65.9,32.6,43.09,32.61,78.47,28.92,95.74,34.49
2016-05-27,31.65,29.88,65.79,32.36,42.75,32.77,79.54,28.73,96.75,34.69
2016-05-28,31.65,29.88,65.79,32.36,42.75,32.77,79.54,28.73,96.75,34.69
2016-05-29,31.65,29.88,65.79,32.36,42.75,32.77,79.54,28.73,96.75,34.69
2016-05-30,31.65,29.88,65.79,32.36,42.75,32.77,79.54,28.73,96.75,34.69
2016-05-31,31.91,29.7,67.07,31.4,42.37,32.44,79.25,28.04,96.1,33.99
2016-06-01,31.95,29.45,67.49,31.34,42.16,32.29,78.82,27.52,96.57,33.7
2016-06-02,31.67,29.67,67.74,31.52,42.41,32.51,78.73,27.58,96.65,33.79
2016-06-03,30.81,29.73,67.77,31.88,42.89,32.54,76.12,28.34,95.14,33.82
2016-06-04,30.81,29.73,67.77,31.88,42.89,32.54,76.12,28.34,95.14,33.82
2016-06-05,30.81,29.73,67.77,31.88,42.89,32.54,76.12,28.34,95.14,33.82
2016-06-06,31.26,29.87,67.45,32.53,42.85,32.5,77.27,29.83,95.31,34.015
2016-06-07,32.36,29.85,67.15,33.07,42.7,32.53,76.82,29.39,96.31,34.18
2016-06-08,32.51,29.64,66.5,33.27,42.51,32.49,76.81,29.93,94.39,32.95
2016-06-09,33.4,28.96,66.16,33.04,42.06,32.23,75.15,28.75,93.83,32.21
2016-06-10,33.14,27.97,65.4,32.22,40.93,31.01,73.54,27.94,92.87,31.17
2016-06-11,33.14,27.97,65.4,32.22,40.93,31.01,73.54,27.94,92.87,31.17
2016-06-12,33.14,27.97,65.4,32.22,40.93,31.01,73.54,27.94,92.87,31.17
2016-06-13,31.8,27.6,62.43,31.86,40.83,30.72,73.12,28.07,91.27,30.64
2016-06-14,30.36,27.26,62.17,30.93,40.05,30.15,71.98,27.32,92.64,30.32
2016-06-15,30.49,27.37,61.99,31.15,40.04,30.23,71.77,28.31,92.41,30.36
2016-06-16,29.14,27.63,61.38,32.03,40.57,30.51,71.74,28.45,92.09,30.48
2016-06-17,29.34,27.58,61.57,32.75,40.33,31.15,72.19,29.19,91.61,30.91
2016-06-18,29.34,27.58,61.57,32.75,40.33,31.15,72.19,29.19,91.61,30.91
2016-06-19,29.34,27.58,61.57,32.75,40.33,31.15,72.19,29.19,91.61,30.91
2016-06-20,29.71,28.42,61.73,33.42,41.49,32.0,73.21,30.05,92.53,31.87
2016-06-21,30.02,28.64,61.56,34.15,41.65,32.43,73.72,30.17,92.19,31.84
2016-06-22,29.89,28.7,61.54,33.89,41.76,32.65,74.03,30.34,92.19,32.02
2016-06-23,30.33,29.29,61.62,34.63,42.56,33.73,76.95,31.09,93.54,32.47
2016-06-24,27.05,27.86,58.76,32.98,40.8,30.68,70.91,28.76,91.81,30.17
2016-06-25,27.05,27.86,58.76,32.98,40.8,30.68,70.91,28.76,91.81,30.17
2016-06-26,27.05,27.86,58.76,32.98,40.8,30.68,70.91,28.76,91.81,30.17
2016-06-27,25.27,27.95,57.16,31.99,40.14,29.38,66.93,28.01,92.9,28.31
2016-06-28,26.77,29.09,58.2,33.24,41.33,30.14,68.7,28.96,94.17,29.66
2016-06-29,27.7,29.85,59.06,34.79,42.46,30.66,70.14,29.95,95.17,30.12
2016-06-30,28.31,30.19,59.15,35.51,43.34,31.31,71.34,31.3,91.18,30.89
2016-07-01,29.33,30.42,58.56,36.0,43.17,31.33,71.0,31.57,92.47,30.85
2016-07-02,29.33,30.42,58.56,36.0,43.17,31.33,71.0,31.57,92.47,30.85
2016-07-03,29.33,30.42,58.56,36.0,43.17,31.33,71.0,31.57,92.47,30.85
2016-07-04,29.33,30.42,58.56,36.0,43.17,31.33,71.0,31.57,92.47,30.85
2016-07-05,28.93,30.15,57.76,35.9,43.5,30.3,68.74,30.5,92.02,30.23
2016-07-06,28.35,30.09,58.12,35.57,43.65,30.19,69.14,30.89,92.4,29.77
2016-07-07,29.4,30.11,57.96,35.4,43.34,30.02,69.04,30.28,92.29,29.61
2016-07-08,30.04,30.11,60.0,35.92,43.38,30.51,70.99,31.59,93.69,29.97
2016-07-09,30.04,30.11,60.0,35.92,43.38,30.51,70.99,31.59,93.69,29.97
2016-07-10,30.04,30.11,60.0,35.92,43.38,30.51,70.99,31.59,93.69,29.97
2016-07-11,31.16,29.97,59.51,36.11,43.52,31.08,71.81,32.13,93.32,30.46
2016-07-12,34.66,30.2,60.46,36.91,43.72,31.54,73.49,33.19,93.82,30.9
2016-07-13,34.45,30.16,60.21,36.56,43.75,31.42,73.1,33.14,93.33,30.6
2016-07-14,35.88,30.34,60.51,36.56,43.87,31.89,75.02,33.47,92.85,30.71
2016-07-15,35.89,30.24,61.05,36.56,43.92,31.86,75.11,32.86,91.99,30.65
2016-07-16,35.89,30.24,61.05,36.56,43.92,31.86,75.11,32.86,91.99,30.65
2016-07-17,35.89,30.24,61.05,36.56,43.92,31.86,75.11,32.86,91.99,30.65
2016-07-18,36.03,30.55,61.15,36.17,44.23,32.13,75.4,32.99,92.98,30.49
2016-07-19,36.01,30.3,60.73,36.03,43.71,31.97,75.17,31.19,92.98,29.96
2016-07-20,35.92,30.57,61.42,35.96,44.1,32.57,75.54,30.8,93.13,30.17
2016-07-21,34.96,30.53,61.68,35.84,43.6,32.48,75.43,31.57,89.74,30.11
2016-07-22,36.36,31.13,62.2,35.87,43.88,32.38,75.76,31.35,91.52,31.34
2016-07-23,36.36,31.13,62.2,35.87,43.88,32.38,75.76,31.35,91.52,31.34
2016-07-24,36.36,31.13,62.2,35.87,43.88,32.38,75.76,31.35,91.52,31.34
2016-07-25,35.8,31.15,61.39,34.9,44.04,32.16,75.54,31.07,91.22,31.33
2016-07-26,36.55,30.91,61.2,34.59,44.16,32.53,75.89,32.39,90.47,31.05
2016-07-27,36.2,31.54,61.23,34.57,45.12,32.71,75.42,32.82,89.94,31.12
2016-07-28,36.34,34.29,65.35,33.99,45.18,32.38,75.77,32.84,91.38,30.79
2016-07-29,35.5,34.14,65.84,34.4,45.07,32.75,75.29,32.82,91.65,30.9
2016-07-30,35.5,34.14,65.84,34.4,45.07,32.75,75.29,32.82,91.65,30.9
2016-07-31,35.5,34.14,65.84,34.4,45.07,32.75,75.29,32.82,91.65,30.9
2016-08-01,35.6,33.84,63.03,33.18,45.25,32.26,74.85,32.68,91.2,30.75
2016-08-02,33.51,34.21,63.33,33.45,45.49,32.16,73.97,32.79,90.3,30.78
2016-08-03,33.48,34.09,64.46,33.01,45.03,33.7,76.15,33.02,90.91,31.19
2016-08-04,33.58,34.3,65.15,33.0,45.08,34.25,72.84,32.46,86.35,31.05
2016-08-05,34.44,34.28,66.21,33.15,44.89,34.8,76.03,32.74,87.07,31.12
2016-08-06,34.44,34.28,66.21,33.15,44.89,34.8,76.03,32.74,87.07,31.12
2016-08-07,34.44,34.28,66.21,33.15,44.89,34.8,76.03,32.74,87.07,31.12
2016-08-08,34.35,34.5,65.83,33.17,44.41,35.08,77.3,33.27,85.12,30.92
2016-08-09,34.59,34.14,66.06,33.38,44.4,35.2,77.48,32.87,85.74,30.87
2016-08-10,34.18,33.55,65.79,33.01,44.13,34.91,76.18,32.07,85.36,30.76
2016-08-11,34.96,33.81,65.14,33.64,44.39,35.3,76.51,32.46,86.23,31.23
2016-08-12,34.92,33.54,65.76,33.74,44.17,35.25,75.52,31.08,86.45,31.21
2016-08-13,34.92,33.54,65.76,33.74,44.17,35.25,75.52,31.08,86.45,31.21
