,ADM,AXP,DIS,FDX,IBM,INTC,KO,MAT,MSFT,PG
2012-03-26,0.0,0.0,0.19074772386600022,0.0,0.0,0.0,0.4977847220565258,0.11327305952126338,0.0,0.1981944945562106
2012-04-02,0.0,0.0,0.11240177809426273,0.0,0.0,0.0,0.5886648200182534,0.11643593524034274,0.0,0.19833668384887349
2012-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.6764856994916443,0.09918978091822979,0.0,0.25280329830804793
2012-04-16,0.11116107550360022,0.0,0.0,0.0,0.0,0.0,0.6444059125231301,0.0,0.0,0.25057291487854766
2012-04-23,0.10399169589088202,0.0,0.0,0.0,0.0,0.0,0.6617839308584766,0.0,0.0,0.2615339921758622
2012-04-30,0.10315068308591233,0.0,0.0,0.0,0.0,0.0,0.6634698349176481,0.0,0.012623086875218174,0.24864271239954153
2012-05-07,0.022937618012044463,0.0,0.0,0.0,0.0,0.0,0.5835207936098353,0.0,0.0,0.4408221075742938
2012-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.5545449305647759,0.0,0.0,0.49839198804924584
2012-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.4155041772630424,0.0,0.0,0.6299172185439182
2012-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.4025891982649227,0.0,0.0,0.6242823658356628
2012-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.409480804705096,0.0,0.0,0.6223052245345203
2012-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.3128757079875746,0.0,0.0,0.6892175900234538
2012-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.32124867887309694,0.0,0.0,0.7071903204426052
2012-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.26270402385849706,0.0,0.014011975579700287,0.7478323455469614
2012-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.22305150768943593,0.0,0.0,0.7635552452567798
2012-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.23517258056334292,0.0,0.0,0.7904800042003708
2012-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.231666976153733,0.0,0.0,0.795246588319571
2012-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.230805429307303,0.0,0.0,0.8418818167290455
2012-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.16400186730691838,0.0,0.0,0.8884914644894495
2012-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1728587383041871,0.0,0.0,0.8957082024078273
2012-08-13,0.0,0.0,0.01896120911664469,0.0,0.0,0.0,0.17071520766535728,0.0,0.0,0.9000026176980171
2012-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.16861142196301546,0.0,0.0,0.9257918990506808
2012-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.1680976238260028,0.0,0.0,0.9263468469895693
2012-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.16270274338736865,0.0,0.0,0.9293990606534561
2012-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.045817506959062275,0.0,0.0,1.0488897246332929
2012-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.04641972204516587,0.0,0.0,1.0622731840277237
2012-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.041022944218071365,0.0,0.0,1.0836542962807363
2012-10-01,0.029353763836182108,0.0,0.0,0.0,0.0,0.0,0.010098702069536346,0.0,0.0,1.0900187188311132
2012-10-08,0.029587235565898717,0.0,0.0,0.0,0.0,0.0,0.01027559016311103,0.0,0.0,1.0774879676446658
2012-10-15,0.2055090883742205,0.0,0.0,0.0,0.0,0.046588517906852596,0.010376057089326565,0.0,0.0,0.8539721019493902
2012-10-22,0.20880655622016506,0.0,0.0,0.0,0.0,0.0,0.010207007757841167,0.0,0.0,0.9050636132382355
2012-10-29,0.19834079078483474,0.0,0.0,0.0,0.0,0.0,0.009859592454210172,0.0,0.0,0.8846013054606755
2012-11-05,0.20641085031122486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910996077170433
2012-11-12,0.3099540546659955,0.0,0.0,0.0,0.0,0.0,0.0,0.11423588117935617,0.0,0.6833213077869736
2012-11-19,0.2899973138595688,0.0,0.0,0.05366977952929761,0.0,0.0,0.0,0.05552883601739764,0.0,0.663377931156782
2012-11-26,0.28044563313557613,0.0,0.0,0.0849350358654911,0.0,0.03839529626837652,0.0,0.010653440784814517,0.0,0.6786616682543208
2012-12-03,0.22191419257901285,0.0,0.0,0.08640141567202032,0.0,0.0,0.0,0.10805675957442795,0.0,0.6867395110901584
2012-12-10,0.030709469026086206,0.0,0.0,0.24515954970742265,0.0,0.0,0.0,0.0,0.0,0.8335002380497046
2012-12-17,0.00814924754481988,0.0,0.0,0.373156444094467,0.0,0.0,0.0,0.0,0.0,0.7499860370197301
2012-12-24,0.0,0.0,0.16686816575822394,0.3830169200359373,0.0,0.0,0.0,0.0,0.0,0.5830801279887733
2012-12-31,0.0,0.0,0.06660390745289653,0.38315934143956504,0.0,0.1528780451858842,0.0,0.0,0.0,0.5161985800927992
2013-01-07,0.0,0.0,0.06651278491636468,0.4034444522437839,0.0,0.12825513615918455,0.002190558684045124,0.0,0.0,0.5116759471185329
2013-01-14,0.0,0.0,0.06935965663527188,0.4184422231049158,0.0,0.13616265588920454,0.007348629220744294,0.0,0.0,0.5046168882192339
2013-01-21,0.010238476220691824,0.0,0.0700234332556556,0.43542827196929484,0.0,0.1416938264058319,0.1733658063338961,0.0,0.0,0.3365404611151125
2013-01-28,0.010496047830708831,0.0,0.12214220612587637,0.44432609497180836,0.0,0.08639823054809818,0.1726311252327507,0.0,0.0,0.33716652606703346
2013-02-04,0.0063644179223729825,0.0,0.12506892560379854,0.4527472358404806,0.0,0.08685277855363228,0.17786799287156735,0.0,0.0,0.3615314631969689
2013-02-11,0.0,0.0,0.22973431214569168,0.3560334018935592,0.0,0.0871014497172265,0.34646584621447574,0.0,0.0,0.20969556215435575
2013-02-18,0.02566522415360681,0.0,0.22427714791149955,0.11140436594211171,0.0,0.19657036000183886,0.46167109180398863,0.0,0.0,0.211347789890341
2013-02-25,0.027574313699068955,0.0,0.2276104611862939,0.09635646403445183,0.0,0.17083644595910277,0.46332802074403406,0.04046355203265465,0.0,0.21538378004421985
2013-03-04,0.0,0.0,0.22092577486347043,0.0,0.0,0.1476087249704384,0.6880257022601668,0.03962299385173657,0.0,0.12982979426581906
2013-03-11,0.0,0.0,0.26846341172596894,0.0,0.0,0.15441145802037548,0.715500308361001,0.04061388698055963,0.0,0.07717118594463726
2013-03-18,0.0,0.0,0.32577371171839414,0.0,0.0,0.0972574338217008,0.7243434221718645,0.04108533439643439,0.0,0.07736177985379492
2013-03-25,0.0,0.0,0.3216135341864924,0.0,0.0,0.21183042144907788,0.7325834628502926,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.2916209092828802,0.0,0.0,0.234304342209319,0.7582849487496939,0.0,0.015239768983392668,0.0
2013-04-08,0.0,0.0,0.29589506352453276,0.0,0.0,0.23096713356769805,0.7588440185079262,0.0,0.01558889528402442,0.0
2013-04-15,0.0,0.0,0.2757256382814222,0.0,0.0,0.2731047876378194,0.4955628336433115,0.0,0.26898096337131633,0.0
2013-04-22,0.0,0.0,0.22804828737119556,0.0,0.0,0.3297210457667739,0.51619322394672,0.0,0.26338306216039603,0.0
2013-04-29,0.0,0.0,0.23499837792793046,0.012532598022039966,0.0,0.33896590874837224,0.5203087033511805,0.0,0.2782531913666672,0.0
2013-05-06,0.0,0.0,0.15706873732174254,0.012659615565769954,0.0,0.4252523879694545,0.5163722966922789,0.0,0.3013201477976637,0.0
2013-05-13,0.0,0.0,0.1654980148051232,0.01343048629772499,0.0,0.27394352267980615,0.5220083460344365,0.0,0.3038853169531299,0.15269927926026702
2013-05-20,0.0,0.0,0.0,0.013629354085495806,0.0,0.4924410575459512,0.5214270105278753,0.0,0.30684520005857235,0.10007337951074328
2013-05-27,0.0,0.0,0.0,0.19959905646399306,0.0,0.5001352594636186,0.4539197815946185,0.0,0.2963957332386665,0.0
2013-06-03,0.0,0.0,0.0,0.18882933611867694,0.0,0.4993429128032023,0.4567724372974354,0.09403809194260178,0.2022963016348611,0.0
2013-06-10,0.0,0.0,0.0,0.19346435754085484,0.09079843417177386,0.8187206993758206,0.15107179938008564,0.0,0.2031901874757686,0.0
2013-06-17,0.0,0.0,0.0,0.19279574723831436,0.08982523207894873,0.7977361388634273,0.14877399074634748,0.0,0.20231912351116849,0.0
2013-06-24,0.0,0.0,0.0,0.19562750851966007,0.09021715509370642,0.8221105129970534,0.14928461488717892,0.0,0.2031321165447947,0.0
2013-07-01,0.0,0.0,0.0,0.19165872263482825,0.27829111458258543,0.7730964941291101,0.1452765130306531,0.0,0.0,0.0
2013-07-08,0.0,0.0,0.0,0.1941991390964363,0.2739033787026218,0.9145806606021566,0.0,0.0,0.0,0.0
2013-07-15,0.0,0.0,0.0,0.2038428940449515,0.2736173177326974,0.8920246029945573,0.0,0.0,0.0,0.0
2013-07-22,0.0,0.0,0.0,0.20455431859033357,0.2772645950992331,0.9350160632210085,0.0,0.0,0.0,0.0
2013-07-29,0.0,0.0,0.0,0.19240726237948405,0.3401089482916307,0.8345808336519918,0.0,0.0,0.0,0.0
2013-08-05,0.0,0.0,0.0,0.18733700690973826,0.6188457307077067,0.5800028296267626,0.0,0.0,0.0,0.0
2013-08-12,0.0,0.0,0.0,0.1478996453243566,0.6514566422939506,0.5660163609379458,0.0,0.0,0.0,0.0
2013-08-19,0.0,0.0,0.0,0.0,0.9135333435792201,0.43590453528821066,0.0,0.0,0.0,0.0
2013-08-26,0.0,0.0,0.0,0.0,1.1629650960978932,0.167816072507732,0.0,0.0,0.0,0.0
2013-09-02,0.0,0.0,0.0,0.021836335188505054,1.1518825067909209,0.14312029783303323,0.0,0.0,0.0,0.0
2013-09-09,0.0,0.0,0.0,0.11119250018191763,1.050650081415287,0.1425565844313571,0.01915923455882346,0.0,0.0,0.0
2013-09-16,0.0,0.0,0.0,0.18229314143124778,0.9975461369720523,0.1486381055557724,0.019548134545270542,0.0,0.0,0.0
2013-09-23,0.0,0.0,0.0,0.2065954465199805,1.1565926751892932,0.0,0.01967234683840252,0.0,0.0,0.0
2013-09-30,0.0,0.0,0.0,0.2852554220615151,1.072272045568745,0.0,0.019560811013996635,0.0,0.0,0.0
2013-10-07,0.0,0.0,0.0,0.3990385547323033,0.9588345028813906,0.0,0.0,0.0,0.0,0.0
2013-10-14,0.0,0.09341212136760338,0.0,0.502603780066842,0.7114407869023044,0.0,0.0,0.0,0.0,0.0
2013-10-21,0.0,0.0,0.0,0.5392365412790802,0.8278201318330202,0.0,0.003839471958672316,0.0,0.0,0.0
2013-10-28,0.0,0.0,0.0,0.38072224106602803,0.9900350722138211,0.0,0.0,0.0,0.0,0.0
2013-11-04,0.0,0.0,0.0,0.39209901403487035,0.8044412332402848,0.22480193963718878,0.0,0.0,0.0,0.0
2013-11-11,0.0,0.0,0.0,0.4036659105722918,1.0033960500752412,0.0,0.0,0.0,0.0,0.0
2013-11-18,0.0892367946468215,0.0,0.0,0.3994272097588578,0.9431072157401205,0.0,0.0,0.0,0.0,0.0
2013-11-25,0.0,0.0,0.0,0.39805239579364443,0.9555243214869524,0.0,0.0,0.0,0.08877017598707491,0.0
2013-12-02,0.0,0.0,0.0,0.4779602674101343,0.9362235228188969,0.0,0.0,0.0,0.0,0.0
2013-12-09,0.007884096369867885,0.0,0.0,0.4788121050987426,0.9217907021106853,0.0,0.0,0.0,0.0,0.0
