,AAL,AZN,BG,BP,GSK,HSBC,PRU,RIO,TSCO,VOD
2013-03-11,0.028950023544367865,0.0,0.14195721381365833,0.19151206316024935,0.20069305666019965,0.0,0.0,0.0607812147544998,0.20069305666019965,0.17541337140682545
2013-03-18,0.11768494498130413,0.14892551514133454,0.0,0.0665956673179098,0.3012036008019455,0.0,0.0,0.0,0.2905058363224663,0.06132074892928457
2013-03-25,0.15655141915209148,0.007733462187783648,0.0,0.0,0.411726371582684,0.0,0.0,0.0,0.42239553737100993,0.0
2013-04-01,0.18416810052692262,0.008199009229475576,0.0,0.13134561972640307,0.4117148039836461,0.0,0.0,0.0,0.2603102316138521,0.0
2013-04-08,0.10423144774672156,0.15147125867940375,0.0,0.05471275225333441,0.42539370036652285,0.0,0.0,0.0,0.26863844278968985,0.0
2013-04-15,0.09627966074218357,0.13726782532985535,0.0,0.0,0.4135618401185357,0.0,0.0,0.0,0.33461970214980935,0.0
2013-04-22,0.11373898084661341,0.13765801593195923,0.0,0.0,0.45904803773859715,0.0,0.0,0.0,0.27041117491799116,0.014732772951349976
2013-04-29,0.11068087165521574,0.1331317533640062,0.0,0.0,0.45234202790002626,0.0,0.0,0.0,0.2709022210934651,0.00851457401349793
2013-05-06,0.12177664875951165,0.13859744366078527,0.0,0.007334410506985999,0.4758862524482241,0.0,0.0,0.0,0.2767972083329569,0.0
2013-05-13,0.13207807089306772,0.06100625480771039,0.0,0.0,0.4380683563341013,0.0,0.0,0.0,0.33130374073670976,0.0
2013-05-20,0.16787627459532897,0.04389305934837527,0.0,0.0,0.4352286888479866,0.0,0.0,0.0,0.34496221462584015,0.0
2013-05-27,0.2532962982394608,0.0,0.0,0.0,0.42419556838313777,0.0,0.0,0.0,0.19385344032671828,0.14342691607536653
2013-06-03,0.20862360793074533,0.0,0.0,0.0,0.3387515981582852,0.0,0.0,0.0,0.3185539239553665,0.0967342749148268
