,ADM,AXP,DIS,FDX,IBM,INTC,KO,MAT,MSFT,PG
2015-03-23,46.25,81.06,106.96,175.71,156.96,30.59,40.51,24.44,41.695,82.85
2015-03-30,46.96,81.37,107.11,169.16,163.0,30.79,40.47,23.48,42.9,83.92
2015-04-06,47.4,78.12,104.89,165.45,160.5,31.27,40.55,22.85,40.655,81.94
2015-04-13,48.16,78.33,105.43,171.16,162.07,31.26,41.01,23.9,41.53,82.39
2015-04-20,48.01,79.49,106.66,171.5,162.3,31.49,40.51,24.56,41.65,83.6
2015-04-27,47.94,77.28,107.68,169.91,164.26,32.43,40.78,27.22,42.635,83.08
2015-05-04,48.78,77.49,109.92,171.24,173.92,33.02,40.77,28.615,49.155,80.42
2015-05-11,50.35,77.84,110.81,169.81,173.08,32.64,40.75,27.62,47.6,80.07
2015-05-18,51.92,79.08,109.24,173.42,170.55,32.25,40.69,26.88,47.35,79.95
2015-05-25,52.52,81.36,110.56,177.98,173.48,33.15,41.31,26.01,47.58,80.83
2015-06-01,52.15,80.19,109.44,174.11,170.13,33.105,40.99,26.07,46.59,79.14
2015-06-08,52.76,79.99,110.75,175.72,169.65,33.27,40.99,25.58,46.92,78.54
2015-06-15,51.01,79.17,108.52,180.37,165.68,31.25,40.2,26.01,45.65,78.9
2015-06-22,51.45,79.36,111.06,182.13,166.84,31.635,40.08,26.38,45.83,79.1
2015-06-29,52.0,81.36,114.41,175.27,168.62,32.085,40.38,26.8,45.91,79.79
2015-07-06,48.22,77.72,114.14,170.4,162.66,30.415,39.23,25.69,44.15,78.24
2015-07-13,48.14,77.55,117.1,170.34,165.0,29.9,40.25,26.04,44.3,81.72
2015-07-20,47.79,78.97,117.85,171.24,168.61,29.65,41.17,25.815,45.62,82.04
2015-07-27,47.49,78.95,119.31,170.56,163.07,28.72,41.19,23.725,47.28,81.63
2015-08-03,48.35,75.11,118.46,169.43,160.05,28.96,40.55,23.06,45.34,80.23
2015-08-10,48.41,75.72,121.69,170.09,157.6,29.13,41.85,22.62,47.54,75.91
2015-08-17,46.07,81.34,108.0,168.43,155.51,28.97,41.48,23.3,46.41,76.22
2015-08-24,47.68,81.24,106.94,165.66,156.01,28.91,41.3,22.9,47.27,75.13
2015-08-31,43.01,73.52,95.89,145.06,140.96,25.87,37.99,21.44,40.47,68.42
2015-09-07,43.34,74.0,99.51,148.03,142.68,27.82,38.75,22.57,41.82,68.9
2015-09-14,43.7,75.49,104.01,153.29,147.23,29.5,38.9,23.0,43.89,69.98
2015-09-21,43.47,76.5,103.43,154.0,147.53,29.73,38.5,23.12,43.98,69.45
2015-09-28,42.45,75.71,102.49,143.97,144.43,28.67,38.79,22.87,43.9,70.19
2015-10-05,41.02,73.1,99.42,141.93,142.47,29.24,39.66,21.03,43.44,72.28
2015-10-12,43.64,76.91,103.77,151.51,148.78,31.74,40.96,21.7,46.75,73.4
2015-10-19,44.92,76.6,106.59,151.48,149.62,32.04,41.65,22.47,46.89,74.11
2015-10-26,45.7,76.95,109.84,154.0,140.64,33.44,42.29,23.78,47.77,74.43
2015-11-02,46.24,74.01,113.77,155.97,137.86,34.47,42.61,23.89,53.69,77.29
2015-11-09,43.15,74.03,115.54,159.12,141.88,34.31,42.16,25.32,54.15,77.05
2015-11-16,40.63,73.37,117.42,161.5,135.47,33.21,41.77,24.34,53.51,75.77
2015-11-23,37.2,71.11,116.13,161.41,133.82,32.64,41.67,24.71,52.97,75.07
2015-11-30,36.04,71.63,117.95,163.19,138.6,34.36,43.36,24.37,54.25,76.45
2015-12-07,36.7,72.2,115.39,160.45,141.28,35.09,42.89,24.83,55.22,75.94
2015-12-14,35.27,69.91,112.48,148.39,138.05,34.75,43.01,25.38,55.79,77.75
2015-12-21,34.86,70.15,112.16,144.69,137.79,35.18,43.07,27.09,55.2,79.68
2015-12-28,36.41,68.85,106.74,148.41,137.93,34.73,43.29,27.02,55.35,79.6
2016-01-04,37.09,70.55,107.08,149.24,139.78,35.44,43.71,27.68,56.55,80.36
2016-01-11,36.24,66.55,100.9,144.65,135.85,33.83,42.55,27.26,55.05,78.62
2016-01-18,34.27,64.4,101.46,134.71,132.9,32.68,42.12,27.11,52.78,76.51
2016-01-25,30.51,62.64,93.97,127.2,128.11,29.8,41.92,24.87,50.56,76.73
2016-02-01,33.63,55.09,96.27,127.28,122.59,29.94,42.08,27.11,52.17,78.81
2016-02-08,32.36,53.66,93.12,130.15,122.94,29.8,42.44,30.46,53.0,80.22
2016-02-15,33.58,52.63,92.32,129.77,124.07,28.81,43.3,31.17,49.28,82.64
2016-02-22,33.62,53.18,92.91,132.11,122.74,28.78,43.36,30.35,51.09,81.47
2016-02-29,33.79,55.11,95.38,133.81,132.4,28.8,43.69,31.97,51.18,81.81
2016-03-07,35.48,56.8,97.65,141.38,134.37,30.37,43.69,32.27,52.58,81.23
2016-03-14,36.03,59.43,97.82,142.53,139.07,30.56,44.32,33.08,51.65,83.06
2016-03-21,36.56,59.23,98.24,143.07,142.96,31.65,45.24,32.24,53.59,81.31
2016-03-28,37.61,60.61,97.58,163.42,148.1,32.32,45.5,32.22,54.07,82.74
2016-04-04,36.87,60.6,98.16,162.99,149.33,32.38,46.48,32.78,54.71,82.8
2016-04-11,35.11,60.19,97.0,161.94,150.0,31.9,46.53,33.08,54.56,83.16
2016-04-18,36.83,60.68,97.35,165.11,149.63,31.86,46.65,33.06,54.65,82.83
2016-04-25,38.23,63.57,102.64,168.27,144.0,31.6,46.6,33.91,56.39,83.28
2016-05-02,39.73,66.2,104.89,167.11,149.08,31.4,44.53,32.28,51.44,79.55
2016-05-09,39.1,64.85,103.78,164.79,144.13,30.36,44.84,30.82,49.78,81.1
2016-05-16,38.4,64.84,106.6,163.25,149.97,30.14,45.75,31.29,51.02,82.48
2016-05-23,37.49,62.76,99.94,158.69,148.0,29.98,44.75,30.59,50.51,80.62
2016-05-30,42.05,64.87,99.51,164.38,148.31,31.06,44.37,31.37,51.59,80.97
2016-06-06,42.77,65.76,99.22,164.97,153.74,31.59,44.6,31.88,53.0,81.04
2016-06-13,43.66,65.89,98.35,164.83,153.33,31.88,45.32,32.16,52.1,82.32
2016-06-20,41.78,61.07,98.4,159.75,151.06,32.14,45.04,31.1,49.83,83.35
2016-06-27,41.94,62.29,98.82,163.95,154.05,32.32,45.13,32.13,51.19,83.41
2016-07-04,40.56,57.9,96.05,148.1,145.7,31.19,44.18,29.85,49.44,82.46
2016-07-11,41.95,59.15,97.66,152.17,151.68,32.68,45.43,31.62,51.17,85.44
2016-07-18,43.29,63.0,100.2,159.95,157.04,34.94,45.58,33.52,53.21,85.75
2016-07-25,43.48,64.16,99.47,159.68,159.58,35.15,45.63,32.37,53.09,86.17
2016-08-01,43.87,64.37,96.69,161.5,162.12,35.09,44.88,32.87,56.76,85.27
2016-08-08,43.45,63.47,95.01,159.18,160.58,34.56,43.53,32.58,56.58,86.76
2016-08-15,44.38,65.39,96.67,164.33,161.77,34.92,43.47,33.49,58.2,85.99
2016-08-22,43.47,65.3,96.88,166.73,160.7,35.21,43.83,33.68,57.44,86.58
2016-08-29,44.12,65.68,95.97,168.59,160.26,35.4,43.85,33.78,57.89,87.4
2016-09-05,43.21,65.45,94.86,164.93,159.4,35.7,43.24,33.57,57.89,87.54
2016-09-12,43.94,65.76,93.8,164.83,160.35,36.57,43.79,32.9,57.61,88.64
2016-09-19,42.0,64.36,92.7,160.35,155.81,35.61,42.28,31.61,56.53,87.05
2016-09-26,42.15,63.72,92.95,162.65,154.45,37.14,42.34,31.53,56.81,88.58
2016-10-03,41.89,64.28,91.72,177.3,156.77,37.18,42.59,31.36,57.95,88.36
2016-10-10,42.79,63.91,92.59,173.6,156.46,37.54,41.84,30.21,57.24,88.35
2016-10-17,42.34,60.86,91.86,174.08,154.79,37.27,41.54,29.44,57.19,88.54
2016-10-24,41.98,60.08,91.17,170.74,150.72,37.75,41.97,30.71,57.66,87.45
2016-10-31,42.53,66.74,92.75,171.93,150.88,35.1,42.54,32.6,60.99,86.97
2016-11-07,46.75,66.25,92.39,171.53,152.79,34.52,42.12,31.03,59.8,86.85
2016-11-14,47.72,67.07,94.38,181.31,155.17,34.74,42.88,31.06,60.47,87.46
2016-11-21,43.49,72.47,97.7,185.39,158.67,34.91,41.44,32.37,58.87,83.62
2016-11-28,43.51,71.72,97.71,188.08,162.67,35.48,41.37,31.46,61.12,82.76
2016-12-05,42.77,71.49,99.67,190.32,163.53,35.31,41.15,31.56,61.09,82.89
2016-12-12,44.68,72.31,100.66,193.33,160.35,34.72,40.57,29.19,59.95,82.91
2016-12-19,46.4,73.84,103.85,201.02,168.29,36.8,41.76,29.65,62.98,85.18
2016-12-26,46.22,75.06,105.46,198.74,167.6,37.21,41.66,28.9,63.54,84.57
2017-01-02,45.65,74.98,105.17,190.55,167.14,37.07,41.61,27.83,63.28,84.6
