,ADM,AXP,DIS,FDX,IBM,INTC,KO,MAT,MSFT,PG
2016-12-05,0.0,0.0,0.30098,0.0,0.0,0.101,0.30098,0.0,0.101,0.19604
2016-12-12,0.0,0.0,0.30507761027617714,0.0,0.0,0.0,0.47739682903599795,0.0,0.015945713014351524,0.19680208695311455
2016-12-19,0.0,0.0,0.3425471406925539,0.0,0.0,0.0,0.4916674191401276,0.0,5.188553985124566e-05,0.19082116384377315
2016-12-26,0.0,0.0,0.3478576933792659,0.0,0.0,0.0,0.49049005463069245,0.0,5.234689111064069e-05,0.1894546351992
2017-01-02,0.0,0.0,0.3469011341996719,0.0,0.0,0.0,0.4899013723759749,0.0,5.2132692311635864e-05,0.18952184152598225
